整理番号,集計F,出馬,当選,候補者ID,イメージID,ブロックCD,都道府県CD,統合CD,選挙区CD,ブロック名,都道府県名,選挙区名,選挙区登録番号,比例登録番号,選挙区届出番号,名簿掲載順,候補者名,新旧,党派CD,集計党派CD,集計党派,党派名,,確認F,,,,,,,,,,,,,,,,,Q01-1,Q01-2,Q01-3,"Q02
","Q03
","Q04
","Q05
-01","Q05
-02","Q05
-03","Q05
-04","Q05
-05","Q05
-06","Q05
-07","Q05
-08","Q05
-09","Q06
","Q07
",Q08-01,Q08-02,Q08-03,Q08-04,Q08-05,Q08-06,Q09,Q10,"Q11
","Q12
","Q13
","Q14
","Q15
","Q16
","Q17
","Q18
","SQ　【Q18で01か02を選んだ人だけ】 
-01","SQ　【Q18で01か02を選んだ人だけ】 
-02","SQ　【Q18で01か02を選んだ人だけ】 
-03","SQ　【Q18で01か02を選んだ人だけ】 
-04","SQ　【Q18で01か02を選んだ人だけ】 
-05","SQ　【Q18で01か02を選んだ人だけ】 
-06","SQ　【Q18で01か02を選んだ人だけ】 
-07","SQ　【Q18で01か02を選んだ人だけ】 
-08","SQ　【Q18で01か02を選んだ人だけ】 
-09","SQ　【Q18で01か02を選んだ人だけ】 
-10","SQ　【Q18で01か02を選んだ人だけ】 
-11","SQ　【Q18で01か02を選んだ人だけ】 
-12","SQ　【Q18で01か02を選んだ人だけ】 
-13","SQ　【Q18で01か02を選んだ人だけ】 
-14","SQ　【Q18で01か02を選んだ人だけ】 
-15","SQ　【Q18で01か02を選んだ人だけ】 
-16","SQ　【Q18で01か02を選んだ人だけ】 
-17","SQ　【Q18で01か02を選んだ人だけ】 
-18","SQ　【Q18で01か02を選んだ人だけ】 
-19","SQ　【Q18で01か02を選んだ人だけ】 
-20","Q19
","Q20
",Q21,Q22,Q23,"Q24 
","Q25
","Q26
","Q27
-01","Q27
-02","Q27
-03","Q27
-04","Q27
-05","Q27
-06","Q27
-07","Q27
-08","Q27
-09","Q27
-10","Q28-01
",Q28-02,Q28-03,Q28-04,Q28-05,Q28-06,Q28-07,Q28-08,Q28-9
811,1,1,0,137889,YRYA26002XXX006K,88,26,26,2,近畿ブ,京都府,京都２区,6,0,6,0,弘田哲雄,3,932,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,09,07,02,03,03,03,,,,,,,,08,,03,03,03,05,01,05,05,05,03,03,01,05,03,03,04,05,03,02,,,03,,,,,,,,,,,,,,,,,,01,03,04,05,05,03,01,05,,,03,,,,,,,,10,0,50,0,0,0,0,10,0
812,1,1,0,135241,YRYA26003XXX001K,88,26,26,3,近畿ブ,京都府,京都３区,1,2,5,3,泉健太,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,01,09,14,04,04,05,01,,03,,,,,,,01,01,04,02,01,01,03,01,03,03,02,02,02,01,01,03,01,04,,,,,,,,,,,,,,,,,,,,,05,03,04,05,01,01,03,01,,,,,,06,,,,,20,10,90,40,40,70,30,50,20
813,1,1,0,135753,YRYA26003XXX002K,88,26,26,3,近畿ブ,京都府,京都３区,2,31,3,6,木村元紀,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,07,14,02,03,02,01,,,,,,,,,09,02,03,04,05,01,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,,,,14,,16,,18,,,,,,,,,,,,,,,,,,,,,50,50,50,100,50,50,50,50,50
814,1,1,0,135859,YRYA26003XXX003K,88,26,26,3,近畿ブ,京都府,京都３区,3,39,4,8,森干晟,3,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,14,05,09,02,02,01,01,02,,,05,,,,,01,02,02,02,02,03,03,01,03,02,01,01,02,02,02,03,02,01,,,03,,,,,,,,,,,,,,,18,,,01,01,02,01,04,04,02,04,,02,,,,,,,,,85,80,50,50,0,60,40,40,40
815,1,1,0,136028,YRYA26003XXX004K,88,26,26,3,近畿ブ,京都府,京都３区,4,0,1,0,西山頌秀,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,04,07,14,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,07,08,,,0,0,30,0,100,0,40,60,0
816,1,1,0,137165,YRYA26003XXX005K,88,26,26,3,近畿ブ,京都府,京都３区,5,0,2,0,吉田真由美,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,01,04,13,03,03,03,,,,,,,,,09,01,04,01,05,02,02,04,02,02,03,02,01,04,01,03,03,03,01,,,,,,,,,,,,,,,,,,,,20,01,01,04,01,02,05,01,05,,,,,,,,,,,10,50,50,10,15,15,70,50,90
817,1,1,0,135242,YRYA26004XXX001K,88,26,26,4,近畿ブ,京都府,京都４区,1,5,1,9,田中英之,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,05,12,04,02,04,,,,,,,,,09,01,02,02,04,05,01,03,02,02,02,03,02,02,02,01,03,02,01,,,03,,05,06,07,,,10,,,,,,,17,18,,,01,02,02,02,02,03,02,03,,02,,,,,,,,,100,100,50,50,50,50,50,50,50
818,1,1,0,135243,YRYA26004XXX002K,88,26,26,4,近畿ブ,京都府,京都４区,2,0,3,0,北神圭朗,1,924,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,01,05,13,03,04,05,,02,03,,05,,,,,02,02,03,04,01,03,04,01,03,02,01,01,02,01,02,03,01,01,01,,03,,,,,,,10,,,,,,,17,18,19,,04,01,02,02,03,04,02,04,01,02,,,,06,,,09,,80,60,80,70,10,80,10,10,60
819,1,1,0,136029,YRYA26004XXX003K,88,26,26,4,近畿ブ,京都府,京都４区,3,0,2,0,吉田幸一,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,05,06,04,03,01,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,,,,,,,,,0,0,20,0,100,5,10,20,0
821,1,1,0,135244,YRYA26005XXX001K,88,26,26,5,近畿ブ,京都府,京都５区,1,6,2,10,本田太郎,1,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,11,16,03,04,04,,,,04,05,,,,,02,02,01,02,02,02,03,02,02,02,01,01,02,02,02,03,02,01,01,,03,,,,,,,10,,,,,,,,18,,,01,01,01,02,02,02,02,04,,02,,,,,,,,,90,80,50,50,50,50,50,50,50
822,1,1,0,135245,YRYA26005XXX002K,88,26,26,5,近畿ブ,京都府,京都５区,2,3,4,4,山本和嘉子,2,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,16,01,07,03,02,02,,,,,,,,,09,04,04,03,02,02,02,03,01,03,03,04,03,02,03,02,02,02,02,,,,,,,,,,,,,13,,,,,,,,04,,04,05,03,02,03,02,,,,,,06,,08,,,0,0,100,0,0,50,30,65,0
824,1,1,0,136030,YRYA26005XXX004K,88,26,26,5,近畿ブ,京都府,京都５区,4,0,3,0,山内健,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,11,13,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,07,08,,,0,0,30,0,100,0,30,60,0
825,1,1,0,136266,YRYA26005XXX007K,88,26,26,5,近畿ブ,京都府,京都５区,7,48,1,7,道本隆也,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,07,11,14,03,02,01,,,,,,,,,09,02,03,04,04,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,,50,100,50,50,50,50,50
826,1,1,0,135246,YRYA26006XXX001K,88,26,26,6,近畿ブ,京都府,京都６区,1,4,3,5,山井和則,1,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,07,04,05,03,04,01,,,,,,,,,09,02,05,03,02,02,02,02,01,02,03,04,02,03,03,02,02,02,05,,,,,,,,,,,,,,,,,,,,,04,02,04,05,03,02,03,01,,,,,,06,,,,,40,40,100,40,40,90,40,90,40
827,1,1,0,135247,YRYA26006XXX002K,88,26,26,6,近畿ブ,京都府,京都６区,2,2,1,8,中嶋秀樹,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,07,11,14,03,02,01,,,,,,,,,09,02,03,04,05,02,05,04,01,02,02,01,02,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
828,1,1,0,135860,YRYA26006XXX003K,88,26,26,6,近畿ブ,京都府,京都６区,3,40,5,11,園崎弘道,3,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,05,16,03,01,02,,,,,,,,,09,01,02,01,01,01,01,02,01,02,01,01,01,03,01,02,02,02,01,,,03,,,,,,,10,,,,,,,,18,,,01,02,03,01,02,04,02,04,,02,,,,,,,,,80,80,25,25,25,25,25,25,25
830,1,1,0,136113,YRYA26006XXX005K,88,26,26,6,近畿ブ,京都府,京都６区,5,0,4,0,上條亮一,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,06,07,11,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,,08,,,0,0,20,0,100,10,20,50,0
832,1,1,0,137281,YRYA26006XXX007K,88,26,26,6,近畿ブ,京都府,京都６区,7,20,2,3,安藤裕,2,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,01,07,13,03,02,04,,,,,,,,,09,01,03,01,01,01,01,02,01,01,02,02,01,03,04,04,03,02,01,01,02,03,,,,,,,,,,,,,,,,,20,05,01,02,01,02,05,01,05,01,02,03,,,06,07,08,,,30,30,30,0,30,30,30,30,100
833,1,1,0,135248,YRYA27001XXX001K,88,27,27,1,近畿ブ,大阪府,大阪１区,1,0,2,0,井上英孝,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,11,03,02,01,,,,,,,,,09,02,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
834,1,1,0,135256,YRYA27001XXX002K,88,27,27,1,近畿ブ,大阪府,大阪１区,2,53,1,12,大西宏幸,2,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,11,01,05,03,04,04,,02,,,05,,,,,03,02,02,01,01,03,04,01,02,02,02,01,02,01,01,02,01,01,,,03,,,,,,,,,,,,,,17,18,,,01,01,04,01,02,04,02,04,,02,,,,06,,,,,100,80,20,0,0,50,0,0,30
835,1,1,0,135871,YRYA27001XXX003K,88,27,27,1,近畿ブ,大阪府,大阪１区,3,0,3,0,竹内祥倫,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,04,11,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,,,,,,08,,,0,0,10,0,100,0,10,80,0
836,1,1,0,136124,YRYA27001XXX004K,88,27,27,13,近畿ブ,大阪府,大阪１３区,4,3,2,3,八幡愛,3,41,07,れいわ新選組,れいわ,,○,,,,,,,,,,,,,,,,,03,12,07,03,01,01,,,,,,,,,09,01,03,01,01,01,01,01,01,01,03,05,05,03,05,05,03,03,05,,,,,,,,,,,,,,,,,,,,,05,,05,05,04,05,03,01,,,,,,,,,,,,,,,,,,,
837,1,1,0,136125,YRYA27001XXX005K,88,27,27,2,近畿ブ,大阪府,大阪２区,4,0,3,0,藤田美季,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,01,03,04,03,02,02,,,,,,,,,09,04,01,01,04,02,,03,01,02,01,02,01,04,01,02,04,03,02,01,02,03,04,,,,08,,,,,13,,15,16,,,,,02,01,02,01,02,05,02,04,,,,,,,,,,,0,0,0,0,0,10,10,0,100
838,1,1,0,135249,YRYA27002XXX001K,88,27,27,2,近畿ブ,大阪府,大阪２区,1,0,2,0,守島正,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,02,03,02,01,,,,,,,07,,,02,03,04,05,02,05,04,01,02,02,01,02,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
839,1,1,0,135255,YRYA27002XXX002K,88,27,27,2,近畿ブ,大阪府,大阪２区,2,0,5,0,左藤章,2,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,11,04,03,04,04,,,,04,05,,,,,,02,03,03,02,03,03,03,02,02,01,01,02,02,02,03,02,01,,,03,,,,,,,10,,,,,,,,18,,,01,02,02,02,04,04,02,03,,02,,,,06,07,,,,90,80,40,20,10,50,10,10,20
840,1,1,0,135872,YRYA27002XXX003K,88,27,27,2,近畿ブ,大阪府,大阪２区,3,0,1,0,小川陽太,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,03,01,11,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,07,08,,,35,30,30,10,100,30,50,75,30
841,1,1,0,137645,YRYA27002XXX005K,88,27,27,2,近畿ブ,大阪府,大阪２区,5,0,4,0,堀内孝雄,3,932,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,01,04,03,03,02,01,,,,,,,,,09,02,04,02,01,02,02,01,01,03,03,05,05,03,03,03,02,02,04,,,,,,,,,,,,,,,,,,,,,04,03,05,05,04,05,03,01,,,03,,05,,07,08,,,20,0,30,0,50,0,60,70,0
842,1,1,0,135250,YRYA27003XXX001K,88,27,27,3,近畿ブ,大阪府,大阪３区,1,0,1,0,佐藤茂樹,1,3,02,公明党,公明,,○,,,,,,,,,,,,,,,,,14,01,07,02,04,04,01,02,,,05,,,,,02,02,04,02,02,03,03,02,02,02,01,01,02,01,01,02,02,01,,,,,05,06,,,,,,,,,,,,18,,,01,02,04,02,04,02,03,03,01,,,,,,,,,,100,100,40,30,0,60,0,0,0
843,1,1,0,135251,YRYA27003XXX002K,88,27,27,3,近畿ブ,大阪府,大阪３区,2,16,5,6,萩原仁,2,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,09,12,05,03,04,01,,,,,,,,,09,01,03,04,02,04,02,03,01,02,03,04,03,03,02,02,03,02,03,,,,,,,,,,,,,,,,,,,,,02,,,03,04,02,03,02,,,,,,06,,,,,0,0,100,0,0,75,50,0,0
844,1,1,0,135252,YRYA27003XXX003K,88,27,27,3,近畿ブ,大阪府,大阪３区,6,0,3,0,中条栄太郎,3,932,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,05,18,21,04,03,04,,,,,,,,,09,01,04,03,05,01,01,01,01,02,02,01,01,03,03,02,04,05,01,,,,,,,,,,,,,,,,,,,,20,03,01,04,01,04,05,01,03,01,,,04,,06,,,09,10,50,40,50,50,0,50,10,0,50
845,1,1,0,135260,YRYA27003XXX004K,88,27,27,3,近畿ブ,大阪府,大阪３区,4,0,2,0,渡部結,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,14,06,11,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,07,08,,,10,10,20,0,100,10,50,80,10
846,1,1,0,136126,YRYA27003XXX005K,88,27,27,3,近畿ブ,大阪府,大阪３区,5,0,4,0,東徹,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,11,03,02,01,,,,,,,,,09,02,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
847,1,1,0,135253,YRYA27004XXX001K,88,27,27,4,近畿ブ,大阪府,大阪４区,1,0,2,0,中山泰秀,2,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,11,09,03,04,04,,,,,,,,,09,03,02,01,02,01,02,03,01,02,02,01,01,02,01,01,02,01,01,,,03,,,,,,,10,,,,14,,,17,18,,,01,01,01,01,02,04,02,04,,02,,,,,,,,,100,100,0,0,0,0,0,0,0
848,1,1,0,135254,YRYA27004XXX002K,88,27,27,4,近畿ブ,大阪府,大阪４区,2,0,3,0,美延映夫,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,11,07,03,02,01,,,,,,,,,09,,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
849,1,1,0,136129,YRYA27004XXX003K,88,27,27,4,近畿ブ,大阪府,大阪４区,3,0,1,0,黒川洋司,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,01,05,03,01,,,,,,,,,,09,01,02,01,04,02,03,03,01,01,01,02,01,04,03,04,04,04,04,,,,,,,,,,,,,,,,,,,,,01,02,05,02,02,05,01,05,,,,,,06,,,,10,0,0,0,0,0,70,35,0,100
850,1,1,0,136171,YRYA27004XXX004K,88,27,27,4,近畿ブ,大阪府,大阪４区,4,19,4,3,清水忠史,2,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,14,03,07,03,03,01,,,,,,,,08,,03,03,04,01,02,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,,,,,,,,,0,0,40,0,100,20,50,80,0
851,1,1,0,137721,YRYA27004XXX005K,88,27,27,4,近畿ブ,大阪府,大阪４区,5,0,5,0,寺川幸生栄,3,932,11,無所属,無所属,,○,,,,,,,,,,,,,,,,,21,01,02,03,05,01,,,,,,,,,09,01,03,01,02,01,03,02,02,02,02,05,02,03,05,02,02,02,04,,,,,,,,,,,,,,,,,,,,,01,01,01,04,04,03,01,05,,,,04,,,,,,,65,65,65,65,65,65,65,65,65
852,1,1,0,135257,YRYA27005XXX001K,88,27,27,5,近畿ブ,大阪府,大阪５区,1,0,5,0,国重徹,1,3,02,公明党,公明,,○,,,,,,,,,,,,,,,,,01,05,14,02,02,02,,,,,,,,,09,02,03,02,02,02,02,02,02,02,02,02,02,02,02,01,02,01,01,,,,,,,,,,,,,,,,,,18,,,03,02,02,02,02,02,03,01,01,,,,,,,,,,80,100,50,20,10,60,10,10,10
853,1,1,0,135258,YRYA27005XXX002K,88,27,27,5,近畿ブ,大阪府,大阪５区,7,0,1,0,宮本岳志,1,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,01,06,04,03,03,01,,,,04,,,,08,,03,04,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,03,,,,,08,,,0,0,10,0,100,0,0,80,0
854,1,1,0,135259,YRYA27005XXX003K,88,27,27,5,近畿ブ,大阪府,大阪５区,3,4,2,1,大石晃子,1,41,07,れいわ新選組,れいわ,,○,,,,,,,,,,,,,,,,,03,01,07,03,01,01,,,,,,,,,09,01,03,01,01,01,01,01,01,01,03,05,05,03,05,05,03,03,05,,,,,,,,,,,,,,,,,,,,,05,,05,05,04,05,03,01,,,,,,,,,,,,,,,,,,,
856,1,1,0,136264,YRYA27005XXX005K,88,27,27,5,近畿ブ,大阪府,大阪５区,5,0,3,0,梅村聡,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,05,03,03,02,,,,,,,,,09,03,03,03,03,03,04,04,02,03,03,03,02,03,03,02,03,03,02,,,03,,,,,,,,,,,14,,,,,,,02,02,04,02,03,03,02,05,,,,,,,,,,,25,25,40,100,25,50,25,25,25
857,1,1,0,137108,YRYA27005XXX006K,88,0,88,0,近畿ブ, , ,0,21,0,24,西川弘城,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,03,09,14,03,01,01,,,,,,,,,09,01,04,01,01,01,01,01,01,03,03,05,04,03,04,03,03,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,05,01,03,01,,,,,,06,,08,,,50,50,60,0,50,50,40,50,0
858,1,1,0,135261,YRYA27006XXX001K,88,27,27,6,近畿ブ,大阪府,大阪６区,1,0,4,0,伊佐進一,1,3,02,公明党,公明,,○,,,,,,,,,,,,,,,,,09,01,11,03,02,02,,,,,,,,,09,01,03,02,01,01,02,03,02,02,02,02,02,02,02,01,02,01,01,,,,,05,,,,,,,,,,,,,,,,03,03,02,02,02,02,03,01,01,,,,,,,,,,80,100,50,30,20,60,20,20,20
859,1,1,0,136135,YRYA27006XXX002K,88,27,27,6,近畿ブ,大阪府,大阪６区,2,0,1,0,月足舞子,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,05,10,03,02,02,,,,,,,,,09,01,03,01,04,02,02,05,02,01,01,03,02,04,03,02,04,03,02,,,,,,,,,,,,,,,,,,,,20,01,01,02,01,05,05,01,05,,,,,,06,,,,,0,0,0,0,0,75,60,0,100
860,1,1,0,136246,YRYA27006XXX003K,88,27,27,6,近畿ブ,大阪府,大阪６区,3,0,2,0,西田薫,3,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,07,11,14,03,02,01,,,,,,,,,09,02,03,04,05,02,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
861,1,1,0,137024,YRYA27006XXX004K,88,27,27,6,近畿ブ,大阪府,大阪６区,4,0,3,0,渡司考一,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,05,04,07,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,02,03,01,,,03,,,,,08,,,0,0,30,0,100,0,0,50,0
862,1,1,0,137600,YRYA27006XXX005K,88,27,27,6,近畿ブ,大阪府,大阪６区,5,27,5,7,福留陽子,3,22,03,立憲民主党,立民,,○,,,,,,,,,,,,,,,,,05,01,04,03,04,04,,,,,,,,,09,01,04,01,01,01,01,03,01,03,03,04,04,02,02,02,03,02,04,,,,,,,,,,,,,,,,,,,,,04,02,01,02,02,02,03,01,,,,,,,,,,,35,60,80,20,30,70,30,35,25
863,1,1,0,135262,YRYA27007XXX001K,88,27,27,7,近畿ブ,大阪府,大阪７区,1,49,4,13,渡嘉敷奈緒美,2,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,06,07,03,02,03,01,02,03,,05,,07,,,03,03,03,02,02,03,03,02,03,02,03,02,02,02,01,02,02,01,01,,03,,,,,,,10,,,,,,,,18,,,01,01,01,01,03,03,02,03,,02,,,,,,,,10,100,90,0,0,0,0,0,0,0
864,1,1,0,135263,YRYA27007XXX002K,88,27,27,7,近畿ブ,大阪府,大阪７区,2,0,2,0,奥下剛光,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,07,04,05,03,02,01,,,,,,,,,09,02,02,04,04,02,03,04,02,02,02,02,01,03,03,02,03,02,01,,,03,,,,,08,,,,,,14,,16,,,,,01,01,02,01,02,02,03,04,,,,,,06,,,,10,50,50,50,80,0,50,50,0,50
865,1,1,0,135264,YRYA27007XXX003K,88,27,27,7,近畿ブ,大阪府,大阪７区,3,0,1,0,川添健真,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,04,07,06,03,03,01,,,,04,,,,08,,03,05,04,01,01,01,01,01,03,04,05,05,03,05,01,01,01,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,03,03,03,01,,,,,,,,08,,10,50,50,50,50,100,50,50,50,50
866,1,1,0,136118,YRYA27007XXX004K,88,27,27,7,近畿ブ,大阪府,大阪７区,4,0,3,0,池上和日子,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,01,13,03,04,02,,,,,,,,,09,01,03,01,05,01,02,05,01,02,01,01,01,04,02,03,04,03,02,01,,03,,,,07,,,,,,,,,,,,,,05,01,03,01,03,04,02,05,,,,,,06,,,,,10,10,10,10,10,40,10,10,100
867,1,1,0,135265,YRYA27008XXX001K,88,27,27,8,近畿ブ,大阪府,大阪８区,1,0,3,0,漆間譲司,1,87,04,日本維新の会,維新,,○,,,,,,,,,,,,,,,,,14,07,11,03,02,01,,,,,,,,,09,02,03,04,05,,05,04,01,02,02,01,01,02,01,01,01,01,01,,,03,,,,,08,,,11,,,14,,16,,18,,,01,01,02,04,01,03,02,01,,,,,,,,,,,50,50,50,100,50,50,50,50,50
868,1,1,0,135266,YRYA27008XXX002K,88,27,27,8,近畿ブ,大阪府,大阪８区,2,58,1,14,高麗啓一郎,3,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,05,11,01,03,02,02,,,,,,,,,09,03,02,02,,01,03,,02,02,02,02,01,02,02,02,,03,01,,,03,,,,,,,10,,,,,,,,,,,01,01,02,02,02,04,02,04,,02,,,,,,,,,90,80,30,50,10,50,10,10,
869,1,1,0,135873,YRYA27008XXX003K,88,27,27,8,近畿ブ,大阪府,大阪８区,3,22,4,5,谷浩一郎,3,858,09,参政党,参政,,○,,,,,,,,,,,,,,,,,03,01,04,03,05,03,,,,,,,,,09,01,01,01,05,01,01,02,01,01,01,01,02,04,02,02,03,02,03,,,,,,,,,,,,,,,,,,,,,02,01,02,01,03,05,01,05,,,,,,,,,,,5,0,0,0,0,5,5,0,100
870,1,1,0,136806,YRYA27008XXX004K,88,27,27,8,近畿ブ,大阪府,大阪８区,4,0,2,0,平川節代,3,5,05,共産党,共産,,○,,,,,,,,,,,,,,,,,21,06,04,03,01,01,,,,,,,,,09,03,03,03,01,02,01,01,01,,04,05,05,03,03,03,03,03,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,03,03,01,,,,,,,,08,,,0,0,40,0,100,0,50,50,0
871,1,1,0,136837,YRYA27008XXX005K,88,27,27,8,近畿ブ,大阪府,大阪８区,5,6,5,1,平岩征樹,3,13,06,国民民主党,国民,,○,,,,,,,,,,,,,,,,,04,06,14,03,01,01,,,,,,,,,09,01,04,02,03,01,02,03,01,02,02,02,02,02,02,02,03,03,02,,,,,,06,,,,,,,,14,,,,,,,03,01,02,02,03,02,03,01,01,02,03,04,,,,08,,,30,50,70,30,20,100,20,30,20
874,1,1,0,136245,YRYA27009XXX003K,88,27,27,9,近畿ブ,大阪府,大阪９区,3,2,1,1,長崎由美子,3,2,08,社民党,社民,,○,,,,,,,,,,,,,,,,,06,19,05,02,02,01,01,02,03,04,,,,,,02,05,04,01,01,01,02,02,03,04,05,05,03,05,02,02,02,05,,,,,,,,,,,,,,,,,,,,,05,03,05,05,04,02,03,01,,,03,,05,,,,,,0,0,40,0,75,25,40,100,0
875,1,1,0,136265,YRYA27009XXX004K,88,27,27,9,近畿ブ,大阪府,大阪９区,4,57,4,15,東田淳平,3,1,01,自民党,自民,,○,,,,,,,,,,,,,,,,,01,11,04,03,04,01,01,,,,,,,,,02,03,02,02,01,02,03,02,02,02,01,01,02,02,01,02,02,01,,,03,04,,,,08,,,,,,,,,,,,,01,02,02,02,01,03,03,04,,02,,,,,,,,,,,,,,,,,
